date,facility_id,patients_in,patients_out,beds_occupied,beds_available,ambulances_used,doctors_available,staff_available
2023-05-21,FAC0019,1,3,12,19,1,7,11
2024-05-21,FAC0265,3,2,9,20,1,3,10
2024-10-29,FAC0250,3,0,10,11,2,6,10
2023-04-25,FAC0178,1,0,14,5,0,4,4
2024-02-21,FAC0084,0,2,24,7,2,4,6
2023-01-24,FAC0069,2,1,7,7,1,5,13
2024-06-23,FAC0069,2,1,8,6,1,3,9
2024-06-25,FAC0107,11,1,48,28,1,3,17
2024-12-19,FAC0154,7,1,21,29,4,3,9
2024-11-30,FAC0264,5,2,33,40,0,4,11
2024-08-12,FAC0011,1,2,14,5,1,4,8
2024-06-19,FAC0107,6,8,34,42,1,6,10
2023-06-24,FAC0240,1,1,12,4,1,4,9
2023-12-15,FAC0271,2,1,10,11,1,5,13
2024-09-06,FAC0094,3,6,40,17,2,3,10
2023-07-24,FAC0289,3,2,41,5,1,3,8
2024-06-28,FAC0200,0,2,25,4,2,4,14
2024-05-05,FAC0174,19,7,65,87,1,1,8
2024-08-12,FAC0105,3,2,27,3,0,2,16
2024-08-27,FAC0138,0,0,4,5,0,3,11
2023-05-18,FAC0137,1,1,16,5,0,5,9
2024-11-06,FAC0002,5,0,18,24,0,3,8
2023-07-29,FAC0258,7,0,50,6,3,6,12
2023-02-16,FAC0159,2,0,15,26,1,3,14
2024-05-11,FAC0084,3,1,9,22,1,4,9
2023-07-27,FAC0094,0,6,29,28,8,3,10
2023-06-24,FAC0108,2,3,23,11,0,3,12
2023-12-11,FAC0109,0,0,9,15,0,5,10
2024-01-22,FAC0249,4,2,22,8,1,4,17
2024-02-26,FAC0228,3,1,14,10,0,9,14
2024-06-28,FAC0228,0,2,20,4,1,9,12
2023-01-24,FAC0098,5,1,19,17,1,7,9
2023-10-17,FAC0037,12,11,135,36,2,10,16
2023-06-08,FAC0025,2,0,18,8,0,3,16
2023-02-18,FAC0162,0,5,18,42,1,9,13
2023-09-09,FAC0141,6,0,31,18,0,4,13
2024-10-19,FAC0064,1,5,69,7,3,5,18
2024-12-23,FAC0119,2,4,28,9,1,1,15
2024-12-08,FAC0119,0,1,19,18,0,1,11
2023-07-15,FAC0247,0,0,8,4,1,4,14
2024-12-05,FAC0277,1,1,12,2,0,5,14
2023-04-11,FAC0083,3,1,11,10,1,8,8
2023-03-04,FAC0171,0,0,12,4,1,5,11
2023-03-29,FAC0135,2,1,11,19,0,11,23
2024-12-11,FAC0097,0,9,61,25,1,7,17
2023-04-11,FAC0193,2,2,20,4,1,7,12
2023-05-01,FAC0107,5,0,68,8,1,6,14
2024-11-13,FAC0203,1,5,34,64,3,5,15
2023-11-11,FAC0261,1,1,12,23,2,4,10
2024-07-05,FAC0217,6,1,52,43,1,9,19
2024-10-19,FAC0137,1,1,17,4,1,5,7
2023-08-31,FAC0076,5,4,24,13,1,8,14
2023-12-30,FAC0034,0,1,4,6,0,5,15
2023-03-30,FAC0199,0,0,19,12,1,3,18
2023-01-08,FAC0031,8,46,363,28,4,3,7
2023-04-17,FAC0219,2,1,11,3,1,2,20
2024-12-05,FAC0224,0,0,7,5,0,8,10
2024-05-05,FAC0122,1,0,12,3,1,4,17
2024-03-24,FAC0209,0,3,18,7,1,4,12
2024-03-23,FAC0251,3,2,16,8,0,5,14
2024-03-04,FAC0171,2,1,6,10,0,4,8
2023-07-22,FAC0291,1,3,13,25,1,6,13
2023-08-26,FAC0111,2,2,15,21,1,2,11
2023-11-24,FAC0234,0,1,9,2,0,2,4
2023-11-21,FAC0100,25,32,259,17,1,7,19
2023-01-28,FAC0150,1,1,24,6,0,3,15
2023-08-23,FAC0258,5,4,45,11,3,4,9
2023-03-24,FAC0094,8,3,17,40,0,4,7
2023-10-26,FAC0230,0,0,11,24,0,2,19
2024-09-27,FAC0254,1,0,8,8,1,6,11
2023-03-12,FAC0009,1,0,25,5,1,4,18
2024-02-02,FAC0284,32,23,73,142,0,1,16
2023-11-13,FAC0085,1,0,3,5,0,4,5
2024-12-30,FAC0123,5,3,29,12,0,3,11
2024-11-18,FAC0170,21,3,218,18,3,8,16
2023-09-08,FAC0117,0,1,6,12,2,6,15
2023-12-18,FAC0076,0,0,19,18,0,9,8
2023-02-17,FAC0013,2,0,19,2,0,5,14
2023-04-06,FAC0173,2,1,18,4,0,5,13
2024-04-05,FAC0287,2,2,20,16,0,2,9
2024-04-12,FAC0277,0,1,11,3,1,6,23
2024-02-20,FAC0167,1,3,51,13,0,2,8
2023-04-13,FAC0125,2,0,17,6,1,8,8
2023-09-23,FAC0208,4,2,13,26,0,3,17
2023-01-27,FAC0237,3,2,18,11,1,5,11
2024-06-27,FAC0005,1,0,12,4,1,7,15
2023-11-24,FAC0185,24,12,104,150,4,12,18
2024-12-05,FAC0051,2,39,160,320,7,10,10
2023-02-18,FAC0044,4,1,13,23,1,7,16
2024-10-22,FAC0101,4,1,16,27,3,2,8
2023-02-23,FAC0101,2,2,40,3,3,3,9
2023-04-27,FAC0207,4,3,15,20,0,5,6
2024-09-24,FAC0213,0,2,11,16,0,8,18
2023-02-28,FAC0023,2,10,75,24,0,6,9
2023-09-24,FAC0202,1,7,36,31,0,4,8
2023-05-28,FAC0008,2,2,17,7,1,4,6
2023-01-24,FAC0046,1,0,8,7,2,4,8
2024-07-02,FAC0257,0,1,14,9,0,4,13
2024-05-17,FAC0229,0,1,17,6,0,8,10
2024-01-01,FAC0108,0,0,29,5,0,4,10
2023-04-12,FAC0220,19,17,131,114,1,1,10
2024-03-31,FAC0041,1,1,6,2,0,5,12
2024-11-28,FAC0214,0,1,17,2,0,6,11
2024-04-19,FAC0162,8,5,32,28,0,5,12
2024-02-08,FAC0097,8,0,55,31,0,10,11
2024-11-13,FAC0269,2,2,7,17,1,8,16
2023-11-28,FAC0289,4,4,33,13,0,2,8
2024-08-22,FAC0008,3,0,13,11,0,4,6
2024-03-29,FAC0091,5,0,18,20,2,6,16
2023-05-14,FAC0178,2,0,17,2,0,3,8
2024-02-13,FAC0110,4,3,13,28,0,5,17
2023-01-23,FAC0023,7,7,79,20,1,7,7
2023-10-01,FAC0128,8,0,42,15,2,12,10
2024-02-29,FAC0021,1,2,6,13,1,5,15
2024-02-15,FAC0247,0,1,10,2,0,4,13
2023-03-31,FAC0207,5,0,24,11,0,4,9
2023-08-10,FAC0122,2,1,11,4,1,4,10
2023-08-13,FAC0109,3,1,9,15,1,2,6
2024-09-07,FAC0073,1,0,2,6,1,3,17
2023-07-02,FAC0123,6,3,12,29,0,4,11
2023-10-24,FAC0185,13,1,91,163,0,6,16
2023-05-10,FAC0198,1,2,7,11,1,5,8
2024-01-13,FAC0081,3,1,11,27,1,6,8
2023-02-24,FAC0206,2,0,18,7,1,7,8
2023-09-16,FAC0299,1,3,24,5,1,5,15
2023-01-11,FAC0225,3,3,18,12,2,7,16
2024-02-16,FAC0206,0,1,11,14,1,5,8
2023-07-24,FAC0114,2,1,15,21,1,4,16
2024-08-11,FAC0025,0,3,14,12,1,2,16
2024-10-30,FAC0035,1,2,20,2,0,8,8
2024-12-29,FAC0181,1,0,39,8,1,5,14
2023-06-13,FAC0259,0,1,16,3,1,3,13
2024-01-25,FAC0133,7,7,38,21,0,2,14
2024-07-14,FAC0298,0,2,8,11,0,2,10
2024-02-15,FAC0011,1,1,5,14,0,7,9
2023-05-03,FAC0022,2,0,16,2,0,3,17
2024-08-03,FAC0210,1,6,26,24,2,3,8
2023-09-10,FAC0121,5,2,15,30,1,2,6
2024-12-06,FAC0278,2,14,143,14,2,5,14
2023-02-25,FAC0030,2,0,8,6,2,2,9
2023-10-27,FAC0220,9,25,165,80,2,2,13
2023-06-09,FAC0100,15,14,146,130,1,6,24
2024-05-14,FAC0055,42,31,226,206,5,10,15
2023-10-15,FAC0121,3,1,36,9,1,3,11
2023-06-27,FAC0065,8,10,47,38,0,3,11
2023-11-17,FAC0141,1,4,30,19,1,4,10
2023-09-09,FAC0044,1,4,28,8,2,7,11
2024-04-21,FAC0030,1,0,11,3,1,4,7
2024-06-30,FAC0041,1,1,2,6,1,3,14
2023-09-27,FAC0096,4,1,16,18,0,5,9
2023-09-22,FAC0166,2,1,13,4,0,6,16
2024-11-11,FAC0101,2,2,37,6,1,3,10
2023-02-11,FAC0300,2,1,20,4,1,4,11
2023-09-26,FAC0132,3,2,24,5,1,3,8
2023-03-11,FAC0080,1,0,9,5,1,5,7
2024-05-03,FAC0142,6,39,155,204,1,1,18
2023-02-13,FAC0024,0,1,11,2,2,6,20
2023-06-20,FAC0099,5,2,47,12,3,7,4
2024-09-18,FAC0142,23,17,285,74,2,3,17
2024-10-19,FAC0098,3,0,28,8,0,8,7
2024-07-21,FAC0156,15,2,75,25,0,9,9
2024-12-23,FAC0078,3,2,21,7,0,3,14
2024-03-03,FAC0178,0,2,17,2,0,5,7
2023-09-21,FAC0080,2,1,6,8,0,4,15
2023-02-08,FAC0101,4,5,12,31,3,2,13
2024-06-02,FAC0272,1,1,13,9,1,6,13
2024-04-16,FAC0098,2,3,16,20,0,6,4
2023-04-23,FAC0127,2,4,47,6,1,5,9
2024-12-31,FAC0119,0,2,26,11,0,2,15
2023-12-10,FAC0294,0,2,25,3,0,7,16
2023-07-04,FAC0213,0,3,23,4,0,5,12
2023-06-07,FAC0289,5,0,28,18,1,3,11
2023-02-14,FAC0163,4,2,16,13,0,7,16
2023-02-16,FAC0132,1,3,19,10,0,5,11
2024-10-07,FAC0225,0,2,26,4,1,5,13
2024-07-02,FAC0181,1,1,35,12,0,5,8
2024-02-23,FAC0263,6,0,12,28,0,4,15
2023-03-15,FAC0169,7,7,42,45,0,2,14
2024-02-28,FAC0300,0,1,16,8,1,3,11
2023-07-28,FAC0094,1,2,32,25,6,4,7
2023-10-19,FAC0113,0,1,11,2,1,5,11
2023-02-24,FAC0171,1,0,6,10,1,4,14
2024-04-04,FAC0228,3,1,16,8,1,6,12
2024-04-05,FAC0149,1,0,9,3,1,6,24
2024-03-31,FAC0286,0,1,15,3,1,2,6
2024-06-20,FAC0157,4,0,11,19,1,8,6
2024-08-23,FAC0034,1,0,5,5,1,3,17
2024-12-19,FAC0249,1,1,26,4,1,3,11
2023-10-20,FAC0133,3,4,52,7,1,2,15
2024-01-10,FAC0097,7,9,33,53,2,6,14
2024-06-26,FAC0211,1,0,5,7,1,7,15
2023-08-16,FAC0291,4,0,31,7,0,4,12
2024-11-17,FAC0195,1,0,12,2,1,4,8
2023-08-15,FAC0225,3,0,25,5,1,5,12
2024-04-17,FAC0158,53,13,244,203,0,1,6
2023-07-31,FAC0090,2,0,24,6,0,6,8
2024-09-29,FAC0290,1,0,16,13,1,11,12
2023-06-22,FAC0047,1,0,5,1,0,5,10
2023-02-03,FAC0041,1,1,4,4,0,2,9
2024-01-15,FAC0284,29,16,87,128,3,3,20
2023-06-24,FAC0238,8,3,65,12,1,6,10
2023-05-03,FAC0237,3,1,21,8,0,3,15
2023-07-04,FAC0076,2,1,18,19,0,7,7
2024-07-27,FAC0091,1,2,33,5,1,4,10
2023-05-06,FAC0151,2,7,36,30,2,2,8
2023-08-12,FAC0292,0,2,8,15,0,3,9
2024-01-17,FAC0075,0,1,3,9,1,11,15
2023-02-09,FAC0111,2,4,26,10,0,4,16
2023-08-21,FAC0132,3,3,16,13,1,7,10
2024-10-29,FAC0033,5,1,23,39,1,5,13
2024-10-20,FAC0029,2,0,13,6,1,5,20
2024-02-28,FAC0077,1,0,8,2,1,8,16
2024-05-26,FAC0271,0,1,10,11,0,3,9
2023-11-08,FAC0278,20,8,89,68,7,7,16
2023-06-30,FAC0205,8,1,26,56,4,9,15
2023-07-29,FAC0136,2,1,18,17,1,4,18
2024-10-12,FAC0295,2,0,6,8,0,5,9
2024-05-12,FAC0214,2,1,11,8,1,7,10
2024-05-06,FAC0257,2,2,12,11,0,3,18
2023-08-08,FAC0060,8,8,100,28,3,6,11
2023-10-24,FAC0189,2,1,8,6,1,4,9
2024-02-11,FAC0047,0,0,4,2,0,5,15
2024-08-22,FAC0201,4,0,38,27,1,5,8
2024-10-17,FAC0156,1,5,79,21,3,8,5
2024-07-14,FAC0284,18,3,181,34,0,1,10
2023-12-20,FAC0052,0,0,5,10,0,8,23
2024-07-18,FAC0283,0,0,11,28,1,4,15
2024-06-11,FAC0076,4,0,27,10,0,9,13
2023-07-07,FAC0213,3,2,14,13,0,6,9
2023-11-05,FAC0223,4,1,9,23,0,4,8
2024-10-03,FAC0019,4,2,19,12,0,9,8
2023-09-18,FAC0228,2,2,16,8,1,6,11
2023-02-14,FAC0182,3,0,22,3,0,6,10
2024-10-26,FAC0265,4,3,23,6,1,3,9
2023-08-27,FAC0128,2,5,19,38,4,12,8
2023-11-22,FAC0006,11,8,198,46,9,6,17
2024-05-23,FAC0028,0,4,25,21,2,9,21
2024-10-17,FAC0224,1,0,6,6,1,7,14
2023-01-03,FAC0169,13,9,35,52,1,2,15
2024-06-11,FAC0284,16,14,100,115,6,1,14
2024-05-22,FAC0020,2,0,11,9,0,4,6
2024-03-09,FAC0223,3,1,18,14,1,5,16
2023-12-15,FAC0279,1,3,87,11,1,3,11
2023-03-21,FAC0267,5,4,66,14,2,4,13
2024-10-27,FAC0135,4,2,13,17,1,8,18
2024-09-09,FAC0126,4,4,31,6,1,6,14
2023-06-20,FAC0167,2,3,60,4,1,1,9
2023-11-19,FAC0290,2,0,13,16,1,10,9
2024-08-07,FAC0138,0,0,4,5,0,6,11
2024-08-12,FAC0137,1,0,10,11,1,5,7
2024-01-23,FAC0009,4,2,9,21,0,2,17
2023-06-02,FAC0028,4,3,40,6,1,9,21
2023-12-02,FAC0092,15,38,248,94,2,3,9
2023-12-03,FAC0228,2,0,14,10,0,10,17
2023-10-05,FAC0001,1,2,9,15,1,3,7
2023-02-18,FAC0287,1,4,13,23,1,2,12
2024-05-30,FAC0118,1,1,15,23,0,3,10
2024-02-11,FAC0070,4,9,117,71,5,3,23
2024-01-05,FAC0077,0,0,3,7,1,7,17
2023-12-09,FAC0188,16,25,132,176,5,1,19
2023-07-31,FAC0184,5,3,13,23,1,6,10
2024-11-09,FAC0160,3,3,12,24,0,5,6
2024-01-03,FAC0258,1,6,49,7,1,7,16
2024-01-12,FAC0260,3,2,13,31,0,3,18
2024-12-31,FAC0144,2,0,16,12,2,4,16
2024-08-05,FAC0256,0,0,21,7,1,4,11
2023-01-07,FAC0096,1,1,15,19,0,5,10
2024-09-18,FAC0251,1,2,22,2,0,8,10
2024-07-27,FAC0034,1,0,5,5,0,3,13
2024-04-15,FAC0275,2,3,17,12,1,10,8
2023-05-31,FAC0088,4,0,17,22,0,5,12
2024-06-21,FAC0181,7,3,20,27,1,4,14
2024-06-25,FAC0004,0,0,17,7,1,6,22
2024-02-17,FAC0151,9,0,21,45,2,2,8
2023-03-31,FAC0091,5,1,14,24,1,8,13
2023-07-14,FAC0037,5,9,54,117,3,10,15
2023-05-12,FAC0160,2,3,24,12,1,2,7
2024-06-30,FAC0045,2,3,12,25,0,6,11
2024-06-23,FAC0048,2,1,28,13,0,6,13
2024-02-03,FAC0260,1,3,36,8,0,4,12
2023-04-03,FAC0263,5,0,21,19,0,4,14
2023-11-09,FAC0247,0,0,5,7,1,2,13
2024-03-19,FAC0055,36,39,197,235,4,5,15
2023-12-18,FAC0218,0,0,8,3,2,9,16
2024-03-11,FAC0196,2,1,14,15,0,8,12
2024-09-01,FAC0279,10,6,36,62,1,4,13
2024-07-22,FAC0093,7,32,149,154,4,4,15
2024-11-17,FAC0143,8,3,51,43,0,6,12
2024-06-01,FAC0132,4,3,14,15,1,3,5
2023-06-22,FAC0133,3,5,45,14,2,4,7
2023-02-19,FAC0171,0,1,12,4,1,5,11
2024-06-07,FAC0128,7,1,28,29,2,6,14
2024-05-03,FAC0245,0,4,38,6,1,2,20
2023-09-10,FAC0110,1,2,19,22,0,5,18
2024-07-16,FAC0163,4,0,26,3,1,8,12
2023-12-05,FAC0157,3,0,11,19,1,5,9
2024-03-07,FAC0034,1,0,7,3,0,6,17
2024-06-21,FAC0232,9,2,62,38,0,1,14
2023-09-20,FAC0240,2,1,10,6,0,6,16
2023-02-27,FAC0299,0,3,16,13,1,9,17
2023-10-15,FAC0107,11,0,34,42,3,3,16
2024-06-10,FAC0222,5,4,30,29,4,3,11
2024-02-28,FAC0092,10,25,112,230,0,4,7
2024-08-15,FAC0015,17,4,78,94,4,8,7
2023-03-25,FAC0050,7,5,42,7,1,8,6
2024-04-03,FAC0235,1,2,21,10,0,8,7
2023-05-12,FAC0003,1,2,18,2,2,6,11
2023-09-25,FAC0237,4,3,26,3,0,2,9
2023-04-29,FAC0230,3,4,12,23,0,3,20
2023-04-04,FAC0204,1,1,2,4,1,8,12
2023-01-24,FAC0179,2,0,26,17,0,10,8
2024-01-25,FAC0159,5,2,34,7,1,3,15
2024-01-04,FAC0298,0,2,6,13,0,1,16
2024-11-29,FAC0202,10,1,33,34,3,7,7
2023-03-13,FAC0206,3,0,21,4,1,5,16
2024-10-17,FAC0281,22,33,401,73,8,3,10
2023-03-01,FAC0132,2,2,14,15,0,7,5
2023-11-17,FAC0066,8,8,271,91,1,6,14
2023-08-26,FAC0070,4,11,144,44,4,2,22
2024-04-29,FAC0094,3,6,35,22,6,4,7
2023-06-06,FAC0211,1,1,6,6,0,8,11
2024-10-15,FAC0129,5,4,36,4,1,6,19
2024-05-28,FAC0150,2,3,15,15,1,2,10
2024-04-06,FAC0199,1,2,9,22,2,1,21
2024-08-05,FAC0129,0,3,20,20,2,5,18
2023-01-13,FAC0020,3,0,6,14,0,5,7
2024-07-29,FAC0167,9,3,46,18,1,3,10
2023-02-21,FAC0071,1,1,8,3,0,4,14
2023-10-01,FAC0198,2,0,9,9,1,7,7
2023-03-24,FAC0220,27,0,180,65,2,1,16
2024-06-25,FAC0239,0,0,4,1,0,7,5
2024-09-28,FAC0084,1,1,13,18,2,4,6
2023-02-11,FAC0112,1,0,9,14,1,3,16
2024-11-11,FAC0187,31,25,136,209,0,9,13
2023-08-18,FAC0049,4,6,56,33,2,9,7
2023-09-23,FAC0212,4,5,41,14,6,7,19
2023-03-12,FAC0190,2,6,60,21,0,8,9
2023-03-08,FAC0068,2,3,19,8,0,8,10
2024-01-11,FAC0280,4,18,299,135,2,2,21
2023-01-02,FAC0127,0,2,36,17,2,7,8
2024-02-22,FAC0096,0,2,27,7,0,5,10
2024-10-31,FAC0218,1,0,8,3,1,6,13
2023-03-20,FAC0215,0,4,19,21,3,6,10
2024-09-23,FAC0248,7,2,47,20,1,11,3
2023-05-31,FAC0011,2,2,13,6,1,6,5
2024-11-27,FAC0267,9,8,75,5,2,5,8
2024-06-26,FAC0072,0,2,49,19,2,11,17
2023-08-03,FAC0165,8,6,186,106,2,1,10
2024-08-10,FAC0137,1,0,8,13,1,3,10
2024-07-21,FAC0094,3,5,18,39,6,2,10
2023-11-24,FAC0175,3,0,14,24,3,3,7
2023-07-05,FAC0161,1,1,5,6,1,3,12
2024-02-16,FAC0249,3,0,16,14,1,2,19
2023-06-01,FAC0010,1,1,4,9,0,5,8
2023-05-19,FAC0029,1,1,16,3,1,5,11
2024-04-03,FAC0225,1,3,12,18,2,4,12
2024-11-13,FAC0288,0,2,16,7,0,4,10
2023-02-28,FAC0188,10,3,274,34,1,1,17
2024-07-02,FAC0107,5,5,70,6,0,6,17
2024-06-03,FAC0043,5,5,27,22,0,6,11
2023-10-10,FAC0246,6,7,46,13,1,4,15
2023-03-13,FAC0026,1,0,7,6,0,4,12
2024-05-16,FAC0185,10,17,115,139,7,12,12
2024-10-05,FAC0111,2,3,28,8,0,4,14
2024-07-06,FAC0271,3,0,17,4,1,6,15
2024-08-09,FAC0189,1,1,11,3,1,3,18
2024-06-19,FAC0045,1,0,15,22,1,8,11
2023-02-03,FAC0297,3,2,10,11,0,4,6
2023-07-25,FAC0195,1,1,5,9,0,6,7
2023-01-20,FAC0159,4,4,13,28,1,6,14
2023-07-29,FAC0061,5,3,40,4,0,9,15
2023-10-28,FAC0216,0,0,8,3,0,6,14
2024-10-25,FAC0241,0,0,6,9,1,6,16
2024-08-13,FAC0198,1,1,14,4,1,4,11
2023-07-04,FAC0012,0,1,3,7,0,6,18
2024-02-11,FAC0108,3,3,26,8,2,3,10
2024-09-04,FAC0037,20,5,131,40,2,9,20
2024-08-17,FAC0019,0,1,27,4,1,6,10
2024-06-20,FAC0057,1,0,6,5,1,4,11
2023-11-26,FAC0001,2,1,20,4,1,4,7
2023-10-12,FAC0015,12,5,65,107,5,8,10
2024-04-25,FAC0173,2,2,12,10,1,5,9
2023-07-06,FAC0116,6,7,143,35,0,6,11
2024-01-14,FAC0158,63,5,363,84,4,2,3
2023-04-09,FAC0201,4,2,32,33,0,5,10
2023-04-26,FAC0256,1,0,13,15,1,7,11
2024-01-09,FAC0239,1,1,2,3,0,6,4
2024-11-10,FAC0044,3,3,25,11,2,3,15
2023-01-20,FAC0132,4,2,13,16,1,6,7
2024-04-04,FAC0053,1,0,13,2,1,2,14
2023-01-19,FAC0110,0,1,30,11,1,5,13
2024-05-16,FAC0204,0,1,3,3,0,8,14
2024-03-28,FAC0171,1,0,11,5,1,3,10
2024-02-24,FAC0236,2,3,11,17,1,1,18
2024-04-02,FAC0225,4,0,9,21,0,5,9
2024-04-23,FAC0123,1,3,21,20,0,2,6
2023-07-03,FAC0043,4,1,20,29,1,6,16
2023-06-23,FAC0298,0,2,17,2,1,1,17
2024-06-24,FAC0162,7,0,52,8,1,5,13
2024-03-19,FAC0059,1,4,21,15,0,5,8
2024-12-28,FAC0187,14,10,270,75,3,7,13
2023-12-11,FAC0079,2,1,10,7,1,5,18
2024-11-07,FAC0092,8,29,323,19,5,3,9
2023-03-31,FAC0038,9,7,50,14,1,9,13
2023-07-09,FAC0222,6,3,38,21,0,4,12
2024-11-11,FAC0031,16,27,224,167,0,3,13
2023-01-10,FAC0039,3,1,21,9,0,4,9
2023-05-29,FAC0171,1,1,14,2,1,2,9
2023-12-13,FAC0157,3,1,27,3,0,8,8
2024-07-18,FAC0126,2,4,11,26,0,3,24
2023-01-09,FAC0049,2,5,57,32,0,6,10
2023-08-11,FAC0056,3,1,20,8,1,4,13
2024-07-10,FAC0298,0,1,14,5,0,2,11
2024-10-26,FAC0075,1,0,4,8,1,9,12
2024-11-30,FAC0176,1,0,9,16,1,7,12
2023-06-12,FAC0093,7,5,133,170,3,8,16
2023-01-20,FAC0217,10,6,30,65,1,8,13
2023-07-14,FAC0127,0,5,24,29,2,4,8
2023-12-16,FAC0187,43,7,214,131,1,11,13
2024-04-26,FAC0139,7,4,31,40,3,2,17
2024-05-06,FAC0270,3,2,33,16,0,5,17
2023-11-12,FAC0052,1,1,5,10,0,8,24
2024-12-31,FAC0176,3,3,19,6,0,6,8
2024-08-14,FAC0179,5,3,38,5,2,10,7
2023-03-10,FAC0163,1,1,16,13,0,9,17
2024-07-19,FAC0039,0,1,12,18,1,2,11
2023-07-23,FAC0136,3,0,18,17,1,3,10
2024-04-19,FAC0198,2,1,12,6,0,6,12
2023-03-22,FAC0134,0,1,18,5,1,3,12
2023-06-08,FAC0200,3,1,20,9,1,8,13
2023-03-29,FAC0276,0,1,17,16,1,6,8
2023-06-17,FAC0120,12,8,103,11,5,2,7
2023-09-08,FAC0171,2,1,13,3,1,2,12
2023-12-05,FAC0288,1,0,14,9,0,6,8
2024-07-09,FAC0146,0,1,7,2,0,2,8
2024-09-12,FAC0288,2,0,8,15,0,7,13
2023-10-28,FAC0083,3,2,11,10,1,8,12
2024-01-10,FAC0152,40,14,121,154,0,10,15
2023-06-28,FAC0080,2,0,7,7,0,6,9
2024-10-25,FAC0255,2,0,23,14,1,6,13
2023-02-12,FAC0160,2,3,32,4,0,2,5
2024-05-01,FAC0078,0,2,26,2,0,5,9
2024-03-27,FAC0013,1,1,11,10,0,2,14
2023-11-17,FAC0222,0,5,53,6,3,7,16
2023-07-25,FAC0282,0,1,28,7,0,1,12
2023-12-07,FAC0300,0,2,14,10,1,2,13
2023-12-31,FAC0118,3,4,28,10,1,4,17
2023-02-03,FAC0281,0,52,230,244,0,2,12
2023-04-07,FAC0204,0,1,5,1,1,7,23
2023-10-02,FAC0121,2,0,13,32,0,3,6
2023-03-14,FAC0017,25,10,261,154,1,4,16
2024-11-30,FAC0065,1,6,66,19,2,5,11
2024-01-17,FAC0259,1,1,13,6,1,3,18
2023-02-24,FAC0172,3,3,36,7,1,4,13
2023-06-12,FAC0277,0,1,5,9,1,6,23
2023-05-02,FAC0134,2,0,15,8,0,3,12
2024-03-15,FAC0020,2,0,14,6,0,4,6
2023-12-01,FAC0018,1,1,3,8,0,8,11
2023-08-27,FAC0057,1,1,6,5,2,7,10
2024-04-07,FAC0188,14,34,253,55,2,1,20
2024-07-20,FAC0129,6,4,23,17,0,5,10
2024-09-22,FAC0006,20,2,76,168,7,8,11
2023-08-28,FAC0069,0,1,12,2,1,3,6
2023-09-07,FAC0066,11,4,232,130,1,7,14
2023-12-23,FAC0207,2,0,22,13,0,8,6
2024-01-17,FAC0265,4,3,26,3,1,5,5
2023-09-08,FAC0217,14,10,54,41,1,7,11
2024-09-02,FAC0290,1,1,20,9,1,9,14
2024-09-03,FAC0280,52,26,390,44,2,3,19
2023-07-14,FAC0194,7,4,28,19,1,7,16
2023-04-07,FAC0278,7,3,109,48,6,3,10
2023-07-21,FAC0208,2,0,28,11,1,3,19
2023-04-23,FAC0246,5,2,47,12,1,4,15
2023-01-27,FAC0281,28,1,193,281,0,5,11
2023-06-06,FAC0291,5,2,34,4,1,5,19
2023-11-07,FAC0161,1,0,5,6,0,5,10
2024-04-24,FAC0171,2,1,4,12,0,4,13
2023-12-09,FAC0083,0,1,15,6,0,7,8
2024-01-22,FAC0177,4,4,20,18,4,3,9
2024-02-14,FAC0183,2,1,23,5,0,3,13
2024-05-14,FAC0283,1,3,33,6,2,5,14
2023-07-24,FAC0300,3,0,10,14,1,2,9
2023-11-29,FAC0001,0,1,19,5,1,5,6
2023-05-18,FAC0198,1,1,10,8,1,6,8
2024-10-23,FAC0231,1,1,8,3,1,2,9
2024-04-24,FAC0216,0,0,10,1,1,7,15
2023-10-14,FAC0191,0,3,20,29,1,3,11
2024-07-21,FAC0092,25,29,304,38,3,7,8
2023-05-13,FAC0033,8,3,27,35,0,4,11
2024-06-04,FAC0096,0,1,30,4,0,5,11
2024-06-19,FAC0238,11,7,68,9,1,6,12
2023-03-06,FAC0259,0,1,9,10,2,5,13
2024-02-06,FAC0082,1,0,20,3,1,5,16
2023-03-28,FAC0049,3,5,83,6,2,5,7
2024-02-17,FAC0052,1,0,14,1,0,11,24
2024-10-03,FAC0217,14,8,48,47,1,4,11
2023-02-05,FAC0231,0,0,10,1,1,2,11
2023-04-01,FAC0184,0,0,24,12,1,5,10
2024-10-24,FAC0054,63,19,238,250,8,6,21
2023-02-11,FAC0095,1,3,32,8,0,3,15
2023-02-16,FAC0145,1,4,27,7,2,6,9
2023-06-22,FAC0171,1,1,8,8,1,2,14
2024-05-31,FAC0062,2,0,11,11,1,5,11
2024-06-20,FAC0187,44,7,321,24,2,7,7
2023-12-12,FAC0080,1,1,10,4,1,5,12
2023-03-09,FAC0255,5,0,25,12,0,6,12
2024-09-28,FAC0072,2,3,37,31,2,11,17
2023-01-10,FAC0033,5,6,20,42,0,5,16
2023-10-28,FAC0300,0,2,14,10,0,3,14
2023-10-15,FAC0177,4,1,12,26,4,4,9
2024-01-03,FAC0006,24,4,88,156,3,6,16
2024-03-17,FAC0102,0,0,6,7,1,3,21
2023-04-28,FAC0099,5,2,29,30,1,6,4
2023-11-13,FAC0044,1,4,19,17,2,7,23
2023-07-20,FAC0210,7,6,17,33,0,2,7
2024-06-05,FAC0085,1,1,6,2,0,3,5
